Flow_Rate [m3/h],T_htf_in [°C],T_htf_out [°C],P_evap [bar],T_turb_in [°C],m_orc [kg/s],W_net [kW],Q_in [kW],η_th [-],ε_ex [-],E_dest_Pump [kW],E_dest_Evaporator [kW],E_dest_Turbine [kW],E_dest_Condenser [kW],E_dest_Total [kW],Evap_dT_lm [K]
,93.0303,83.0303,6.6012,83.0303,4.6294,86.2723,1052.0382,0.0820,0.4699,0.5367,51.3627,20.2739,-30.5356,41.6377,25.1399
,93.0303,83.0303,6.6012,83.0303,4.8866,91.0653,1110.4847,0.0820,0.4699,0.5665,54.2162,21.4002,-32.2320,43.9510,25.1399
,93.0303,83.0303,6.6012,83.0303,5.1438,95.8582,1168.9313,0.0820,0.4699,0.5963,57.0697,22.5266,-33.9284,46.2642,25.1399
,93.0303,83.0303,6.6012,83.0303,5.4010,100.6511,1227.3779,0.0820,0.4699,0.6261,59.9232,23.6529,-35.6248,48.5774,25.1399
,93.0303,83.0303,6.6012,83.0303,5.6581,105.4440,1285.8244,0.0820,0.4699,0.6559,62.7767,24.7792,-37.3212,50.8906,25.1399
,93.0303,83.0303,6.6012,83.0303,5.9153,110.2369,1344.2710,0.0820,0.4699,0.6857,65.6301,25.9056,-39.0177,53.2038,25.1399
,93.0303,83.0303,6.6012,83.0303,6.1725,115.0298,1402.7176,0.0820,0.4699,0.7156,68.4836,27.0319,-40.7141,55.5170,25.1399
,93.0303,83.0303,6.6012,83.0303,6.4297,119.8227,1461.1641,0.0820,0.4699,0.7454,71.3371,28.1582,-42.4105,57.8302,25.1399
,93.0303,83.0303,6.6012,83.0303,6.6869,124.6156,1519.6107,0.0820,0.4699,0.7752,74.1906,29.2845,-44.1069,60.1434,25.1399
,93.0303,83.0303,6.6012,83.0303,6.9441,129.4085,1578.0573,0.0820,0.4699,0.8050,77.0441,30.4109,-45.8033,62.4566,25.1399
,93.0303,83.0303,6.6012,83.0303,7.2013,134.2014,1636.5038,0.0820,0.4699,0.8348,79.8976,31.5372,-47.4997,64.7698,25.1399
,93.0303,83.0303,6.6012,83.0303,7.4585,138.9943,1694.9504,0.0820,0.4699,0.8646,82.7510,32.6635,-49.1962,67.0830,25.1399
,93.3333,83.3333,6.6537,83.3333,2.3127,43.3782,526.0572,0.0825,0.4706,0.2711,25.7430,10.1924,-15.3184,20.8881,25.2332
,93.3333,83.3333,6.6537,83.3333,2.5696,48.1981,584.5080,0.0825,0.4706,0.3012,28.6033,11.3249,-17.0205,23.2090,25.2332
,93.3333,83.3333,6.6537,83.3333,2.8266,53.0179,642.9588,0.0825,0.4706,0.3313,31.4637,12.4574,-18.7225,25.5299,25.2332
,93.3333,83.3333,6.6537,83.3333,3.0836,57.8377,701.4096,0.0825,0.4706,0.3615,34.3240,13.5899,-20.4246,27.8508,25.2332
,93.3333,83.3333,6.6537,83.3333,3.3405,62.6575,759.8604,0.0825,0.4706,0.3916,37.1843,14.7224,-22.1266,30.1717,25.2332
,93.3333,83.3333,6.6537,83.3333,3.5975,67.4773,818.3112,0.0825,0.4706,0.4217,40.0447,15.8549,-23.8286,32.4926,25.2332
,93.3333,83.3333,6.6537,83.3333,3.8545,72.2971,876.7621,0.0825,0.4706,0.4518,42.9050,16.9874,-25.5307,34.8135,25.2332
,93.3333,83.3333,6.6537,83.3333,4.1114,77.1169,935.2129,0.0825,0.4706,0.4819,45.7653,18.1199,-27.2327,37.1344,25.2332
,93.3333,83.3333,6.6537,83.3333,4.3684,81.9367,993.6637,0.0825,0.4706,0.5121,48.6257,19.2524,-28.9348,39.4553,25.2332
,93.3333,83.3333,6.6537,83.3333,4.6253,86.7565,1052.1145,0.0825,0.4706,0.5422,51.4860,20.3849,-30.6368,41.7762,25.2332
,93.3333,83.3333,6.6537,83.3333,4.8823,91.5763,1110.5653,0.0825,0.4706,0.5723,54.3463,21.5174,-32.3389,44.0971,25.2332
,93.3333,83.3333,6.6537,83.3333,5.1393,96.3961,1169.0161,0.0825,0.4706,0.6024,57.2067,22.6498,-34.0409,46.4180,25.2332
,93.3333,83.3333,6.6537,83.3333,5.3962,101.2159,1227.4669,0.0825,0.4706,0.6325,60.0670,23.7823,-35.7430,48.7389,25.2332
,93.3333,83.3333,6.6537,83.3333,5.6532,106.0357,1285.9177,0.0825,0.4706,0.6627,62.9273,24.9148,-37.4450,51.0598,25.2332
,93.3333,83.3333,6.6537,83.3333,5.9102,110.8555,1344.3685,0.0825,0.4706,0.6928,65.7877,26.0473,-39.1471,53.3807,25.2332
,93.3333,83.3333,6.6537,83.3333,6.1671,115.6753,1402.8193,0.0825,0.4706,0.7229,68.6480,27.1798,-40.8491,55.7016,25.2332
,93.3333,83.3333,6.6537,83.3333,6.4241,120.4951,1461.2701,0.0825,0.4706,0.7530,71.5083,28.3123,-42.5512,58.0225,25.2332
,93.3333,83.3333,6.6537,83.3333,6.6811,125.3149,1519.7209,0.0825,0.4706,0.7831,74.3687,29.4448,-44.2532,60.3434,25.2332
,93.3333,83.3333,6.6537,83.3333,6.9380,130.1347,1578.1717,0.0825,0.4706,0.8133,77.2290,30.5773,-45.9552,62.6643,25.2332
,93.3333,83.3333,6.6537,83.3333,7.1950,134.9545,1636.6225,0.0825,0.4706,0.8434,80.0893,31.7098,-47.6573,64.9852,25.2332
,93.3333,83.3333,6.6537,83.3333,7.4519,139.7744,1695.0733,0.0825,0.4706,0.8735,82.9497,32.8423,-49.3593,67.3061,25.2332
,93.6364,83.6364,6.7065,83.6364,2.3107,43.6194,526.0956,0.0829,0.4714,0.2739,25.8052,10.2477,-15.3690,20.9577,25.3263
,93.6364,83.6364,6.7065,83.6364,2.5674,48.4660,584.5507,0.0829,0.4714,0.3043,28.6724,11.3863,-17.0766,23.2864,25.3263
,93.6364,83.6364,6.7065,83.6364,2.8241,53.3127,643.0058,0.0829,0.4714,0.3347,31.5396,12.5250,-18.7843,25.6150,25.3263
,93.6364,83.6364,6.7065,83.6364,3.0809,58.1593,701.4608,0.0829,0.4714,0.3651,34.4069,13.6636,-20.4920,27.9436,25.3263
,93.6364,83.6364,6.7065,83.6364,3.3376,63.0059,759.9159,0.0829,0.4714,0.3956,37.2741,14.8022,-22.1996,30.2723,25.3263
,93.6364,83.6364,6.7065,83.6364,3.5944,67.8525,818.3710,0.0829,0.4714,0.4260,40.1413,15.9408,-23.9073,32.6009,25.3263
,93.6364,83.6364,6.7065,83.6364,3.8511,72.6991,876.8260,0.0829,0.4714,0.4564,43.0086,17.0795,-25.6149,34.9296,25.3263
,93.6364,83.6364,6.7065,83.6364,4.1078,77.5457,935.2811,0.0829,0.4714,0.4869,45.8758,18.2181,-27.3226,37.2582,25.3263
,93.6364,83.6364,6.7065,83.6364,4.3646,82.3923,993.7362,0.0829,0.4714,0.5173,48.7431,19.3567,-29.0303,39.5868,25.3263
,93.6364,83.6364,6.7065,83.6364,4.6213,87.2389,1052.1912,0.0829,0.4714,0.5477,51.6103,20.4954,-30.7379,41.9155,25.3263
,93.6364,83.6364,6.7065,83.6364,4.8781,92.0855,1110.6463,0.0829,0.4714,0.5781,54.4775,21.6340,-32.4456,44.2441,25.3263
,93.6364,83.6364,6.7065,83.6364,5.1348,96.9321,1169.1014,0.0829,0.4714,0.6086,57.3448,22.7726,-34.1533,46.5727,25.3263
,93.6364,83.6364,6.7065,83.6364,5.3915,101.7787,1227.5564,0.0829,0.4714,0.6390,60.2120,23.9113,-35.8609,48.9014,25.3263
,93.6364,83.6364,6.7065,83.6364,5.6483,106.6253,1286.0115,0.0829,0.4714,0.6694,63.0793,25.0499,-37.5686,51.2300,25.3263
,93.6364,83.6364,6.7065,83.6364,5.9050,111.4719,1344.4666,0.0829,0.4714,0.6999,65.9465,26.1885,-39.2762,53.5587,25.3263
,93.6364,83.6364,6.7065,83.6364,6.1618,116.3185,1402.9217,0.0829,0.4714,0.7303,68.8137,27.3272,-40.9839,55.8873,25.3263
,93.6364,83.6364,6.7065,83.6364,6.4185,121.1651,1461.3767,0.0829,0.4714,0.7607,71.6810,28.4658,-42.6916,58.2159,25.3263
,93.6364,83.6364,6.7065,83.6364,6.6752,126.0117,1519.8318,0.0829,0.4714,0.7912,74.5482,29.6044,-44.3992,60.5446,25.3263
,93.6364,83.6364,6.7065,83.6364,6.9320,130.8583,1578.2869,0.0829,0.4714,0.8216,77.4155,30.7431,-46.1069,62.8732,25.3263
,93.6364,83.6364,6.7065,83.6364,7.1887,135.7049,1636.7419,0.0829,0.4714,0.8520,80.2827,31.8817,-47.8146,65.2018,25.3263
,93.6364,83.6364,6.7065,83.6364,7.4455,140.5515,1695.1970,0.0829,0.4714,0.8824,83.1499,33.0203,-49.5222,67.5305,25.3263
,93.9394,83.9394,6.7596,83.9394,2.3086,43.8598,526.1342,0.0834,0.4721,0.2766,25.8678,10.3027,-15.4194,21.0277,25.4193
,93.9394,83.9394,6.7596,83.9394,2.5652,48.7331,584.5936,0.0834,0.4721,0.3074,28.7420,11.4475,-17.1327,23.3642,25.4193
,93.9394,83.9394,6.7596,83.9394,2.8217,53.6064,643.0530,0.0834,0.4721,0.3381,31.6162,12.5922,-18.8460,25.7006,25.4193
,93.9394,83.9394,6.7596,83.9394,3.0782,58.4797,701.5123,0.0834,0.4721,0.3689,34.4904,13.7370,-20.5592,28.0370,25.4193
,93.9394,83.9394,6.7596,83.9394,3.3347,63.3530,759.9717,0.0834,0.4721,0.3996,37.3646,14.8817,-22.2725,30.3734,25.4193
,93.9394,83.9394,6.7596,83.9394,3.5912,68.2263,818.4311,0.0834,0.4721,0.4303,40.2388,16.0265,-23.9858,32.7098,25.4193
,93.9394,83.9394,6.7596,83.9394,3.8477,73.0996,876.8904,0.0834,0.4721,0.4611,43.1130,17.1712,-25.6990,35.0462,25.4193
,93.9394,83.9394,6.7596,83.9394,4.1043,77.9729,935.3498,0.0834,0.4721,0.4918,45.9872,18.3160,-27.4123,37.3827,25.4193
,93.9394,83.9394,6.7596,83.9394,4.3608,82.8462,993.8091,0.0834,0.4721,0.5225,48.8614,19.4607,-29.1256,39.7191,25.4193
,93.9394,83.9394,6.7596,83.9394,4.6173,87.7195,1052.2685,0.0834,0.4721,0.5533,51.7356,20.6055,-30.8389,42.0555,25.4193
,93.9394,83.9394,6.7596,83.9394,4.8738,92.5928,1110.7279,0.0834,0.4721,0.5840,54.6098,21.7502,-32.5521,44.3919,25.4193
,93.9394,83.9394,6.7596,83.9394,5.1303,97.4661,1169.1872,0.0834,0.4721,0.6148,57.4840,22.8950,-34.2654,46.7283,25.4193
,93.9394,83.9394,6.7596,83.9394,5.3868,102.3394,1227.6466,0.0834,0.4721,0.6455,60.3582,24.0397,-35.9787,49.0647,25.4193
,93.9394,83.9394,6.7596,83.9394,5.6434,107.2128,1286.1059,0.0834,0.4721,0.6762,63.2324,25.1844,-37.6919,51.4012,25.4193
,93.9394,83.9394,6.7596,83.9394,5.8999,112.0861,1344.5653,0.0834,0.4721,0.7070,66.1066,26.3292,-39.4052,53.7376,25.4193
,93.9394,83.9394,6.7596,83.9394,6.1564,116.9594,1403.0247,0.0834,0.4721,0.7377,68.9808,27.4739,-41.1185,56.0740,25.4193
,93.9394,83.9394,6.7596,83.9394,6.4129,121.8327,1461.4840,0.0834,0.4721,0.7685,71.8550,28.6187,-42.8317,58.4104,25.4193
,93.9394,83.9394,6.7596,83.9394,6.6694,126.7060,1519.9434,0.0834,0.4721,0.7992,74.7292,29.7634,-44.5450,60.7468,25.4193
,93.9394,83.9394,6.7596,83.9394,6.9259,131.5793,1578.4027,0.0834,0.4721,0.8299,77.6034,30.9082,-46.2583,63.0832,25.4193
,93.9394,83.9394,6.7596,83.9394,7.1825,136.4526,1636.8621,0.0834,0.4721,0.8607,80.4776,32.0529,-47.9715,65.4197,25.4193
,93.9394,83.9394,6.7596,83.9394,7.4390,141.3259,1695.3215,0.0834,0.4721,0.8914,83.3518,33.1977,-49.6848,67.7561,25.4193
,94.2424,84.2424,6.8130,84.2424,2.3066,44.0992,526.1731,0.0838,0.4728,0.2794,25.9310,10.3576,-15.4698,21.0982,25.5122
,94.2424,84.2424,6.8130,84.2424,2.5629,48.9991,584.6368,0.0838,0.4728,0.3105,28.8122,11.5084,-17.1887,23.4424,25.5122
,94.2424,84.2424,6.8130,84.2424,2.8192,53.8990,643.1005,0.0838,0.4728,0.3415,31.6934,12.6592,-18.9075,25.7866,25.5122
,94.2424,84.2424,6.8130,84.2424,3.0755,58.7989,701.5642,0.0838,0.4728,0.3726,34.5746,13.8101,-20.6264,28.1309,25.5122
,94.2424,84.2424,6.8130,84.2424,3.3318,63.6989,760.0278,0.0838,0.4728,0.4036,37.4558,14.9609,-22.3453,30.4751,25.5122
,94.2424,84.2424,6.8130,84.2424,3.5881,68.5988,818.4915,0.0838,0.4728,0.4347,40.3370,16.1118,-24.0641,32.8193,25.5122
,94.2424,84.2424,6.8130,84.2424,3.8444,73.4987,876.9552,0.0838,0.4728,0.4657,43.2183,17.2626,-25.7830,35.1636,25.5122
,94.2424,84.2424,6.8130,84.2424,4.1007,78.3986,935.4189,0.0838,0.4728,0.4968,46.0995,18.4134,-27.5019,37.5078,25.5122
,94.2424,84.2424,6.8130,84.2424,4.3570,83.2985,993.8826,0.0838,0.4728,0.5278,48.9807,19.5643,-29.2207,39.8521,25.5122
,94.2424,84.2424,6.8130,84.2424,4.6133,88.1984,1052.3462,0.0838,0.4728,0.5589,51.8619,20.7151,-30.9396,42.1963,25.5122
,94.2424,84.2424,6.8130,84.2424,4.8696,93.0983,1110.8099,0.0838,0.4728,0.5899,54.7431,21.8659,-32.6585,44.5405,25.5122
,94.2424,84.2424,6.8130,84.2424,5.1259,97.9982,1169.2736,0.0838,0.4728,0.6210,57.6243,23.0168,-34.3773,46.8848,25.5122
,94.2424,84.2424,6.8130,84.2424,5.3822,102.8982,1227.7373,0.0838,0.4728,0.6520,60.5056,24.1676,-36.0962,49.2290,25.5122
,94.2424,84.2424,6.8130,84.2424,5.6385,107.7981,1286.2010,0.0838,0.4728,0.6831,63.3868,25.3185,-37.8151,51.5733,25.5122
,94.2424,84.2424,6.8130,84.2424,5.8948,112.6980,1344.6646,0.0838,0.4728,0.7141,66.2680,26.4693,-39.5339,53.9175,25.5122
,94.2424,84.2424,6.8130,84.2424,6.1511,117.5979,1403.1283,0.0838,0.4728,0.7452,69.1492,27.6201,-41.2528,56.2617,25.5122
,94.2424,84.2424,6.8130,84.2424,6.4074,122.4978,1461.5920,0.0838,0.4728,0.7762,72.0304,28.7710,-42.9717,58.6060,25.5122
,94.2424,84.2424,6.8130,84.2424,6.6637,127.3977,1520.0557,0.0838,0.4728,0.8073,74.9116,29.9218,-44.6905,60.9502,25.5122
,94.2424,84.2424,6.8130,84.2424,6.9199,132.2976,1578.5194,0.0838,0.4728,0.8383,77.7929,31.0727,-46.4094,63.2945,25.5122
,94.2424,84.2424,6.8130,84.2424,7.1762,137.1975,1636.9830,0.0838,0.4728,0.8694,80.6741,32.2235,-48.1283,65.6387,25.5122
,94.2424,84.2424,6.8130,84.2424,7.4325,142.0975,1695.4467,0.0838,0.4728,0.9004,83.5553,33.3743,-49.8471,67.9829,25.5122
,94.5455,84.5455,6.8668,84.5455,2.3047,44.3378,526.2122,0.0843,0.4735,0.2822,25.9946,10.4122,-15.5201,21.1689,25.6049
,94.5455,84.5455,6.8668,84.5455,2.5607,49.2642,584.6803,0.0843,0.4735,0.3136,28.8829,11.5691,-17.2445,23.5210,25.6049
,94.5455,84.5455,6.8668,84.5455,2.8168,54.1906,643.1483,0.0843,0.4735,0.3450,31.7712,12.7260,-18.9690,25.8731,25.6049
,94.5455,84.5455,6.8668,84.5455,3.0729,59.1171,701.6163,0.0843,0.4735,0.3763,34.6595,13.8829,-20.6934,28.2253,25.6049
,94.5455,84.5455,6.8668,84.5455,3.3289,64.0435,760.0843,0.0843,0.4735,0.4077,37.5478,15.0398,-22.4179,30.5774,25.6049
,94.5455,84.5455,6.8668,84.5455,3.5850,68.9699,818.5524,0.0843,0.4735,0.4391,40.4360,16.1967,-24.1423,32.9295,25.6049
,94.5455,84.5455,6.8668,84.5455,3.8411,73.8963,877.0204,0.0843,0.4735,0.4704,43.3243,17.3536,-25.8668,35.2816,25.6049
,94.5455,84.5455,6.8668,84.5455,4.0972,78.8227,935.4884,0.0843,0.4735,0.5018,46.2126,18.5105,-27.5912,37.6337,25.6049
,94.5455,84.5455,6.8668,84.5455,4.3532,83.7492,993.9565,0.0843,0.4735,0.5331,49.1009,19.6674,-29.3157,39.9858,25.6049
,94.5455,84.5455,6.8668,84.5455,4.6093,88.6756,1052.4245,0.0843,0.4735,0.5645,51.9892,20.8243,-31.0402,42.3379,25.6049
,94.5455,84.5455,6.8668,84.5455,4.8654,93.6020,1110.8925,0.0843,0.4735,0.5959,54.8775,21.9812,-32.7646,44.6900,25.6049
,94.5455,84.5455,6.8668,84.5455,5.1215,98.5284,1169.3605,0.0843,0.4735,0.6272,57.7658,23.1381,-34.4891,47.0421,25.6049
,94.5455,84.5455,6.8668,84.5455,5.3775,103.4548,1227.8286,0.0843,0.4735,0.6586,60.6541,24.2951,-36.2135,49.3942,25.6049
,94.5455,84.5455,6.8668,84.5455,5.6336,108.3813,1286.2966,0.0843,0.4735,0.6899,63.5424,25.4520,-37.9380,51.7463,25.6049
,94.5455,84.5455,6.8668,84.5455,5.8897,113.3077,1344.7646,0.0843,0.4735,0.7213,66.4306,26.6089,-39.6624,54.0984,25.6049
,94.5455,84.5455,6.8668,84.5455,6.1458,118.2341,1403.2326,0.0843,0.4735,0.7527,69.3189,27.7658,-41.3869,56.4505,25.6049
,94.5455,84.5455,6.8668,84.5455,6.4018,123.1605,1461.7007,0.0843,0.4735,0.7840,72.2072,28.9227,-43.1113,58.8026,25.6049
,94.5455,84.5455,6.8668,84.5455,6.6579,128.0870,1520.1687,0.0843,0.4735,0.8154,75.0955,30.0796,-44.8358,61.1547,25.6049
,94.5455,84.5455,6.8668,84.5455,6.9140,133.0134,1578.6367,0.0843,0.4735,0.8467,77.9838,31.2365,-46.5602,63.5068,25.6049
,94.5455,84.5455,6.8668,84.5455,7.1700,137.9398,1637.1047,0.0843,0.4735,0.8781,80.8721,32.3934,-48.2847,65.8589,25.6049
,94.5455,84.5455,6.8668,84.5455,7.4261,142.8662,1695.5728,0.0843,0.4735,0.9095,83.7604,33.5503,-50.0091,68.2110,25.6049
,94.8485,84.8485,6.9208,84.8485,2.3027,44.5755,526.2516,0.0847,0.4741,0.2851,26.0587,10.4666,-15.5703,21.2401,25.6975
,94.8485,84.8485,6.9208,84.8485,2.5585,49.5283,584.7240,0.0847,0.4741,0.3167,28.9542,11.6295,-17.3003,23.6001,25.6975
,94.8485,84.8485,6.9208,84.8485,2.8144,54.4812,643.1964,0.0847,0.4741,0.3484,31.8496,12.7925,-19.0303,25.9601,25.6975
,94.8485,84.8485,6.9208,84.8485,3.0702,59.4340,701.6688,0.0847,0.4741,0.3801,34.7450,13.9554,-20.7604,28.3201,25.6975
,94.8485,84.8485,6.9208,84.8485,3.3261,64.3868,760.1412,0.0847,0.4741,0.4118,37.6404,15.1184,-22.4904,30.6802,25.6975
,94.8485,84.8485,6.9208,84.8485,3.5819,69.3397,818.6136,0.0847,0.4741,0.4434,40.5358,16.2813,-24.2204,33.0402,25.6975
,94.8485,84.8485,6.9208,84.8485,3.8378,74.2925,877.0860,0.0847,0.4741,0.4751,43.4312,17.4443,-25.9504,35.4002,25.6975
,94.8485,84.8485,6.9208,84.8485,4.0936,79.2453,935.5584,0.0847,0.4741,0.5068,46.3266,18.6072,-27.6805,37.7602,25.6975
,94.8485,84.8485,6.9208,84.8485,4.3495,84.1982,994.0308,0.0847,0.4741,0.5385,49.2221,19.7702,-29.4105,40.1202,25.6975
,94.8485,84.8485,6.9208,84.8485,4.6053,89.1510,1052.5032,0.0847,0.4741,0.5701,52.1175,20.9331,-31.1405,42.4802,25.6975
,94.8485,84.8485,6.9208,84.8485,4.8612,94.1038,1110.9756,0.0847,0.4741,0.6018,55.0129,22.0961,-32.8706,44.8402,25.6975
,94.8485,84.8485,6.9208,84.8485,5.1170,99.0567,1169.4480,0.0847,0.4741,0.6335,57.9083,23.2590,-34.6006,47.2002,25.6975
,94.8485,84.8485,6.9208,84.8485,5.3729,104.0095,1227.9204,0.0847,0.4741,0.6652,60.8037,24.4220,-36.3306,49.5603,25.6975
,94.8485,84.8485,6.9208,84.8485,5.6288,108.9624,1286.3928,0.0847,0.4741,0.6968,63.6991,25.5849,-38.0606,51.9203,25.6975
,94.8485,84.8485,6.9208,84.8485,5.8846,113.9152,1344.8652,0.0847,0.4741,0.7285,66.5946,26.7479,-39.7907,54.2803,25.6975
,94.8485,84.8485,6.9208,84.8485,6.1405,118.8680,1403.3376,0.0847,0.4741,0.7602,69.4900,27.9108,-41.5207,56.6403,25.6975
,94.8485,84.8485,6.9208,84.8485,6.3963,123.8209,1461.8100,0.0847,0.4741,0.7919,72.3854,29.0738,-43.2507,59.0003,25.6975
,94.8485,84.8485,6.9208,84.8485,6.6522,128.7737,1520.2824,0.0847,0.4741,0.8235,75.2808,30.2367,-44.9808,61.3603,25.6975
,94.8485,84.8485,6.9208,84.8485,6.9080,133.7265,1578.7548,0.0847,0.4741,0.8552,78.1762,31.3997,-46.7108,63.7203,25.6975
,94.8485,84.8485,6.9208,84.8485,7.1639,138.6794,1637.2272,0.0847,0.4741,0.8869,81.0716,32.5626,-48.4408,66.0803,25.6975
,94.8485,84.8485,6.9208,84.8485,7.4197,143.6322,1695.6996,0.0847,0.4741,0.9186,83.9670,33.7256,-50.1709,68.4404,25.6975
,95.1515,85.1515,6.9752,85.1515,2.3007,44.8124,526.2912,0.0851,0.4748,0.2879,26.1234,10.5208,-15.6204,21.3117,25.7899
,95.1515,85.1515,6.9752,85.1515,2.5563,49.7915,584.7680,0.0851,0.4748,0.3199,29.0260,11.6897,-17.3560,23.6796,25.7899
,95.1515,85.1515,6.9752,85.1515,2.8120,54.7707,643.2448,0.0851,0.4748,0.3519,31.9286,12.8587,-19.0916,26.0476,25.7899
,95.1515,85.1515,6.9752,85.1515,3.0676,59.7498,701.7216,0.0851,0.4748,0.3839,34.8312,14.0277,-20.8271,28.4156,25.7899
,95.1515,85.1515,6.9752,85.1515,3.3232,64.7290,760.1984,0.0851,0.4748,0.4159,37.7338,15.1966,-22.5627,30.7835,25.7899
,95.1515,85.1515,6.9752,85.1515,3.5789,69.7081,818.6752,0.0851,0.4748,0.4479,40.6364,16.3656,-24.2983,33.1515,25.7899
,95.1515,85.1515,6.9752,85.1515,3.8345,74.6873,877.1520,0.0851,0.4748,0.4799,43.5389,17.5346,-26.0339,35.5195,25.7899
,95.1515,85.1515,6.9752,85.1515,4.0901,79.6664,935.6288,0.0851,0.4748,0.5118,46.4415,18.7036,-27.7695,37.8874,25.7899
,95.1515,85.1515,6.9752,85.1515,4.3458,84.6456,994.1056,0.0851,0.4748,0.5438,49.3441,19.8725,-29.5051,40.2554,25.7899
,95.1515,85.1515,6.9752,85.1515,4.6014,89.6247,1052.5824,0.0851,0.4748,0.5758,52.2467,21.0415,-31.2407,42.6233,25.7899
,95.1515,85.1515,6.9752,85.1515,4.8570,94.6039,1111.0592,0.0851,0.4748,0.6078,55.1493,22.2105,-32.9763,44.9913,25.7899
,95.1515,85.1515,6.9752,85.1515,5.1126,99.5830,1169.5360,0.0851,0.4748,0.6398,58.0519,23.3795,-34.7119,47.3593,25.7899
,95.1515,85.1515,6.9752,85.1515,5.3683,104.5622,1228.0128,0.0851,0.4748,0.6718,60.9545,24.5484,-36.4475,49.7272,25.7899
,95.1515,85.1515,6.9752,85.1515,5.6239,109.5413,1286.4896,0.0851,0.4748,0.7038,63.8571,25.7174,-38.1831,52.0952,25.7899
,95.1515,85.1515,6.9752,85.1515,5.8795,114.5205,1344.9664,0.0851,0.4748,0.7358,66.7597,26.8864,-39.9187,54.4632,25.7899
,95.1515,85.1515,6.9752,85.1515,6.1352,119.4996,1403.4432,0.0851,0.4748,0.7678,69.6623,28.0553,-41.6543,56.8311,25.7899
,95.1515,85.1515,6.9752,85.1515,6.3908,124.4788,1461.9200,0.0851,0.4748,0.7998,72.5649,29.2243,-43.3899,59.1991,25.7899
,95.1515,85.1515,6.9752,85.1515,6.6464,129.4579,1520.3968,0.0851,0.4748,0.8317,75.4675,30.3933,-45.1255,61.5670,25.7899
,95.1515,85.1515,6.9752,85.1515,6.9021,134.4371,1578.8736,0.0851,0.4748,0.8637,78.3701,31.5623,-46.8611,63.9350,25.7899
,95.1515,85.1515,6.9752,85.1515,7.1577,139.4162,1637.3504,0.0851,0.4748,0.8957,81.2727,32.7312,-48.5967,66.3030,25.7899
,95.1515,85.1515,6.9752,85.1515,7.4133,144.3954,1695.8272,0.0851,0.4748,0.9277,84.1753,33.9002,-50.3323,68.6709,25.7899
,95.4545,85.4545,7.0299,85.4545,2.2987,45.0484,526.3311,0.0856,0.4755,0.2908,26.1885,10.5747,-15.6704,21.3836,25.8822
,95.4545,85.4545,7.0299,85.4545,2.5541,50.0537,584.8123,0.0856,0.4755,0.3231,29.0983,11.7497,-17.4115,23.7596,25.8822
,95.4545,85.4545,7.0299,85.4545,2.8095,55.0591,643.2935,0.0856,0.4755,0.3554,32.0082,12.9247,-19.1527,26.1355,25.8822
,95.4545,85.4545,7.0299,85.4545,3.0650,60.0645,701.7748,0.0856,0.4755,0.3877,34.9180,14.0996,-20.8938,28.5115,25.8822
,95.4545,85.4545,7.0299,85.4545,3.3204,65.0699,760.2560,0.0856,0.4755,0.4200,37.8278,15.2746,-22.6350,30.8874,25.8822
,95.4545,85.4545,7.0299,85.4545,3.5758,70.0752,818.7372,0.0856,0.4755,0.4523,40.7377,16.4496,-24.3761,33.2634,25.8822
,95.4545,85.4545,7.0299,85.4545,3.8312,75.0806,877.2184,0.0856,0.4755,0.4846,43.6475,17.6245,-26.1173,35.6394,25.8822
,95.4545,85.4545,7.0299,85.4545,4.0866,80.0860,935.6997,0.0856,0.4755,0.5169,46.5573,18.7995,-27.8584,38.0153,25.8822
,95.4545,85.4545,7.0299,85.4545,4.3420,85.0914,994.1809,0.0856,0.4755,0.5492,49.4671,19.9745,-29.5996,40.3913,25.8822
,95.4545,85.4545,7.0299,85.4545,4.5974,90.0967,1052.6621,0.0856,0.4755,0.5815,52.3770,21.1495,-31.3407,42.7672,25.8822
,95.4545,85.4545,7.0299,85.4545,4.8529,95.1021,1111.1434,0.0856,0.4755,0.6138,55.2868,22.3244,-33.0819,45.1432,25.8822
,95.4545,85.4545,7.0299,85.4545,5.1083,100.1075,1169.6246,0.0856,0.4755,0.6461,58.1966,23.4994,-34.8230,47.5191,25.8822
,95.4545,85.4545,7.0299,85.4545,5.3637,105.1128,1228.1058,0.0856,0.4755,0.6784,61.1065,24.6744,-36.5642,49.8951,25.8822
,95.4545,85.4545,7.0299,85.4545,5.6191,110.1182,1286.5871,0.0856,0.4755,0.7107,64.0163,25.8493,-38.3053,52.2711,25.8822
,95.4545,85.4545,7.0299,85.4545,5.8745,115.1236,1345.0683,0.0856,0.4755,0.7431,66.9261,27.0243,-40.0465,54.6470,25.8822
,95.4545,85.4545,7.0299,85.4545,6.1299,120.1290,1403.5495,0.0856,0.4755,0.7754,69.8360,28.1993,-41.7876,57.0230,25.8822
,95.4545,85.4545,7.0299,85.4545,6.3853,125.1343,1462.0307,0.0856,0.4755,0.8077,72.7458,29.3742,-43.5288,59.3989,25.8822
,95.4545,85.4545,7.0299,85.4545,6.6407,130.1397,1520.5120,0.0856,0.4755,0.8400,75.6556,30.5492,-45.2699,61.7749,25.8822
,95.4545,85.4545,7.0299,85.4545,6.8962,135.1451,1578.9932,0.0856,0.4755,0.8723,78.5655,31.7242,-47.0111,64.1508,25.8822
