P_evap [bar],T_turb_in [K],W_net [kW],η_th [-],ε_ex [-]
7.8,343.15,9.335848188557208,0.03857557253873271,0.4554992426284758
7.8,343.8570707070707,9.759176207542595,0.0394893740622357,0.4608888567399317
7.8,344.5641414141414,10.190859359724271,0.040397660903740876,0.4661029888358711
7.8,345.2712121212121,10.630904953764428,0.04130067045547392,0.4711506398532197
7.8,345.9782828282828,11.079321144086833,0.04219862374442848,0.4760401987764687
7.8,346.6853535353535,11.536116962697491,0.043091726975390314,0.48077949571945366
7.8,347.3924242424242,12.001302352874035,0.04398017290867118,0.4853758495029009
7.8,348.0994949494949,12.474888204890675,0.04486414209339324,0.4898361103948031
7.8,348.8065656565656,12.956886393887572,0.0457438039740427,0.49416669858687085
7.8,349.51363636363635,13.447309820076185,0.04661931788581313,0.49837363890575903
7.8,350.220707070707,13.9461724514139,0.0474908339519555,0.5024625921894484
7.8,350.92777777777775,14.453489359304257,0.0483584938626648,0.5064388833689257
7.8,351.6348484848485,14.969276815020152,0.04922243177030501,0.5103075289363899
7.8,352.34191919191915,15.493552246685027,0.05008277464244448,0.5140732570966744
7.8,353.0489898989899,93.70862273904109,0.0863495759431093,0.8776401369924279
7.8,353.7560606060606,94.03688256322127,0.08633591407594961,0.8689968066854168
7.8,354.46313131313127,94.36371333371866,0.08632137909763801,0.8605283251538834
7.8,355.170202020202,94.68914799317062,0.086305994869495,0.8522293806162498
7.8,355.8772727272727,95.01321835150563,0.08628978442499644,0.8440948754434664
7.8,356.5843434343434,95.33595513997099,0.0862727700081667,0.8361199154529986
7.8,357.2914141414141,95.65738806183887,0.08625497310969381,0.8282997998385396
7.8,357.99848484848485,95.9775458400874,0.08623641450097581,0.8206300116923836
7.8,358.7055555555555,96.29645626212479,0.08621711426610637,0.8131062090788862
7.8,359.41262626262625,96.61414622198876,0.08619709183214079,0.8057242166238935
7.8,360.119696969697,96.93064176004114,0.08617636599761642,0.7984800175843652
7.8,360.82676767676764,97.24596810039301,0.08615495495949911,0.7913697463670469
7.8,361.5338383838384,97.56014968621216,0.0861328763386574,0.7843896814667644
7.8,362.2409090909091,97.87321021306596,0.08611014720396716,0.7775362387972417
7.8,362.94797979797977,98.18517266042633,0.08608678409513228,0.770805965389161
7.8,363.6550505050505,98.49605932144797,0.0860628030442934,0.7641955334320399
7.8,364.3621212121212,98.80589183117209,0.08603821959653547,0.757701734638521
7.8,365.0691919191919,99.11469119320728,0.08601304882931964,0.7513214749105395
7.8,365.7762626262626,99.42247780503365,0.08598730537094702,0.7450517692890073
7.8,366.4833333333333,99.7292714819936,0.08596100341809426,0.738889737169451
7.8,367.190404040404,100.03509148004937,0.08593415675247441,0.7328325977673573
7.8,367.8974747474747,100.33995651739403,0.08590677875668408,0.7268776658182333
7.8,368.6045454545454,100.64388479362705,0.0858788824281262,0.7210223474886075
7.8,369.31161616161614,100.94689401438117,0.08585048039773137,0.7152641365410078
7.8,370.0186868686868,101.24900140269617,0.08582158493748548,0.7096006106056815
7.8,370.72575757575754,101.550223721229,0.08579220797735013,0.7040294277209129
7.8,371.43282828282827,101.85057728800629,0.0857623611167739,0.6985483230060272
7.8,372.13989898989894,102.15007799247942,0.08573205563657113,0.6931551055056416
7.8,372.84696969696967,102.44874131080891,0.08570130251024409,0.6878476551878004
7.8,373.5540404040404,102.74658232046662,0.08567011241481455,0.682623920087573
7.8,374.26111111111106,103.0436157141493,0.0856384957411557,0.6774819135876836
7.8,374.9681818181818,103.33985581309136,0.08560646260389164,0.6724197118288575
7.8,375.6752525252525,103.6353165797614,0.08557402285084799,0.6674354512424364
7.8,376.3823232323232,103.9300116300133,0.08554118607210716,0.6625273261987769
7.8,377.0893939393939,104.22395424469968,0.08550796160867163,0.6576935867650302
7.8,377.79646464646464,104.5171573807859,0.0854743585607635,0.6529325365664561
7.8,378.5035353535353,104.80963368199397,0.08544038579578084,0.6482425307457529
7.8,379.21060606060604,105.10139548898294,0.08540605195591386,0.64362197401508
7.8,379.91767676767677,105.39245484911547,0.08537136546545913,0.6390693187960672
7.8,380.62474747474744,105.68282352581733,0.08533633453783403,0.6345830634430917
7.8,381.33181818181816,105.97251300754962,0.08530096718230686,0.6301617505455253
7.8,382.0388888888889,106.26153451640945,0.08526527121045274,0.6258039653048365
7.8,382.74595959595956,106.54989901640121,0.08522925424236788,0.6215083339828805
7.8,383.4530303030303,106.83761722136424,0.08519292371262804,0.6172735224175501
7.8,384.160101010101,107.12469960259241,0.08515628687602098,0.6130982346025466
7.8,384.8671717171717,107.41115639615103,0.08511935081305348,0.6089812113279672
7.8,385.5742424242424,107.69699760992168,0.08508212243525676,0.6049212288787899
7.8,386.28131313131314,107.98223303035954,0.08504460849027848,0.6009170977882559
7.8,386.9883838383838,108.26687222900873,0.08500681556679456,0.5969676616436139
7.8,387.69545454545454,108.55092456876562,0.08496875009923308,0.5930717959415687
7.8,388.40252525252527,108.83439920990199,0.08493041837231928,0.5892284069910484
7.8,389.10959595959594,109.11730511588232,0.08489182652546684,0.585436430861119
7.8,389.8166666666666,109.39965105894302,0.08485298055699052,0.5816948323716963
7.8,390.5237373737374,109.68144562549824,0.08481388632818977,0.5780026041252975
7.8,391.23080808080806,109.96269722131743,0.08477454956726073,0.574358765577593
7.8,391.93787878787873,110.24341407655228,0.08473497587309517,0.5707623621452718
7.8,392.64494949494946,110.52360425054971,0.08469517071891883,0.5672124643491554
7.8,393.3520202020202,110.80327563653142,0.08465513945582942,0.5637081669912885
7.8,394.05909090909086,111.0824359660846,0.08461488731619232,0.560248588364132
7.8,394.7661616161616,111.36109281350414,0.08457441941692409,0.5568328694905754
7.8,395.4732323232323,111.6392535999914,0.0845337407626684,0.5534601733933651
7.8,396.180303030303,111.9169255977063,0.08449285624886053,0.55012968439258
7.8,396.8873737373737,112.1941159336798,0.08445177066468648,0.5468406074299028
7.8,397.59444444444443,112.47083159360116,0.08441048869594799,0.5435921674185593
7.8,398.3015151515151,112.74707942547465,0.08436901492782725,0.5403836086177188
7.8,399.00858585858583,113.02286614315946,0.08432735384756473,0.5372141940303522
7.8,399.71565656565656,113.29819832979595,0.08428550984704944,0.5340832048234972
7.8,400.42272727272723,113.57308244110826,0.08424348722531627,0.5309899397699124
7.8,401.12979797979796,113.84752480861707,0.08420129019097468,0.5279337147103221
7.8,401.8368686868687,114.12153164273988,0.08415892286455137,0.5249138620352587
7.8,402.54393939393935,114.3951090358,0.08411638928076462,0.5219297301857503
7.8,403.2510101010101,114.66826296492556,0.0840736933907138,0.5189806831719477
7.8,403.9580808080808,114.94099929488314,0.08403083906401981,0.5160661001091367
7.8,404.6651515151515,115.21332378079606,0.08398783009087724,0.5131853747701596
7.8,405.3722222222222,115.48524207080433,0.08394467018406188,0.510337915153812
7.8,406.07929292929293,115.75675970862036,0.08390136298085937,0.5075231430683411
7.8,406.7863636363636,116.02788213603063,0.08385791204495144,0.5047404937296273
7.8,407.49343434343433,116.29861469529587,0.08381432086822618,0.5019894153732427
7.8,408.20050505050506,116.56896263150472,0.08377059287255098,0.4992693688800409
7.8,408.9075757575757,116.83893109484117,0.08372673141148103,0.49657982741456236
7.8,409.61464646464646,117.10852514279296,0.08368273977192174,0.49392027607583555
7.8,410.3217171717172,117.37774974228543,0.08363862117573455,0.49129021156001673
7.8,411.02878787878785,117.64660977177428,0.08359437878131112,0.48868914183452755
7.8,411.7358585858586,117.91511002324725,0.083550015685078,0.48611658582301476
7.8,412.44292929292925,118.18325520419947,0.08350553492298067,0.48357207310098066
7.8,413.15,118.45104993953001,0.08346093947190769,0.4810551436014307
9.2,343.15,9.043406631015074,0.037474012380512275,0.44191288336512125
9.2,343.8570707070707,9.46630656524647,0.038412325585687815,0.4477396434953614
9.2,344.5641414141414,9.89754396846152,0.03934413843880159,0.4533695028418336
9.2,345.2712121212121,10.337125487499321,0.040269744835040956,0.4588128495047176
9.2,345.9782828282828,10.785058583303595,0.04118941798056566,0.4640793469271567
9.2,346.6853535353535,11.241351560844492,0.04210341233575242,0.46917799788550174
9.2,347.3924242424242,11.706013600769012,0.043011965349096015,0.4741172017474877
9.2,348.0994949494949,12.179054792924688,0.0439152990080982,0.47890480582174993
9.2,348.8065656565656,12.660486171879342,0.04481362122969063,0.48354815150725333
9.2,349.51363636363635,13.150319754580693,0.04570712710968405,0.4880541158555883
9.2,350.220707070707,13.648568580303078,0.04659600004808174,0.4924291490771984
