T_htf_in [°C],Vdot_htf [m3/s],PEC_total [$],Unit_elec_cost [$/kWh],Simple_PB [yr],CRF [-],Evaporator_cost [$],Condenser_cost [$],Turbine_cost [$],Pump_cost [$],Superheater_cost [$],Regenerator_cost [$]
78.78787878787881,0.0125,81509.15580638192,0.032819477066743645,3.40795895998678,0.08024258719069129,8100.027624709852,2948.5233467275093,58583.278294711694,3568.9240279387723,0.0,8308.402512294093
79.08080808080808,0.0125,81825.98854415497,0.03268303884183985,3.393792203493461,0.08024258719069129,8049.780257148641,2945.9184753904474,58921.67384353179,3600.874436290316,0.0,8307.741531793787
79.37373737373736,0.0125,82141.42334366942,0.03254935328451132,3.3799112737641024,0.08024258719069129,8000.229715806038,2943.3197647795205,59257.9414590584,3632.8524388444566,0.0,8307.079965181005
79.66666666666669,0.0125,82455.47002050966,0.03241834100289101,3.366307926780524,0.08024258719069129,7951.361024664506,2940.727212301865,59592.10516923632,3664.8587925017227,0.0,8306.417821805244
79.95959595959596,0.0125,82768.13833233029,0.03228992569691742,3.352974239587473,0.08024258719069129,7903.159642522115,2938.1408154326264,59924.18852492662,3696.894238429402,0.0,8305.755111019524
80.25252525252523,0.0125,83079.43797782891,0.03216403400902635,3.3399025947874517,0.08024258719069129,7855.61144714782,2935.5605717139374,60254.2146141922,3728.959502596393,0.0,8305.091842178555
80.54545454545456,0.0125,83389.37859614102,0.03204059538329961,3.327085665913787,0.08024258719069129,7808.702720132211,2932.986478755535,60582.20607632085,3761.0552962939432,0.0,8304.428024638475
80.83838383838383,0.0125,83697.9697661873,0.031919541932693404,3.314516403642791,0.08024258719069129,7762.420132393063,2930.4185342342143,60908.185115156535,3793.1823166487516,0.0,8303.763667754754
81.1313131313131,0.0125,84005.22100598284,0.031800808313758186,3.302188022783897,0.08024258719069129,7716.750730307527,2927.8567358940445,61232.17351181671,3825.3412470820276,0.0,8303.098780882516
81.42424242424244,0.0125,84311.14177233733,0.03168433160829992,3.290093989990667,0.08024258719069129,7671.681922436652,2925.301081546685,61554.19263717293,3857.532757805962,0.0,8302.433373375106
81.71717171717171,0.0125,84615.74146021978,0.03157005121164087,3.2782280121571477,0.08024258719069129,7627.2014668119045,2922.7515690709297,61874.263463535426,3889.757506218238,0.0,8301.767454583287
82.01010101010104,0.0125,84919.02940254465,0.03145790872700899,3.2665840254506815,0.08024258719069129,7583.297458758947,2920.2081964128447,62192.40657612876,3922.016137390385,0.0,8301.101033853713
82.30303030303031,0.0125,85221.01486973478,0.031347847865623474,3.255156184936262,0.08024258719069129,7539.958319229993,2917.6709615859204,62508.64218397311,3954.3092844167754,0.0,8300.434120528975
82.59595959595958,0.0125,85521.707069571,0.031239814352194327,3.2439388547631114,0.08024258719069129,7497.172783621639,2915.1398626714813,62822.99013048509,3986.6375688458647,0.0,8299.766723946937
82.88888888888891,0.0125,85821.11514693941,0.031133755835482536,3.232926598876814,0.08024258719069129,7454.929891052257,2912.6148978182487,63135.469903565674,4019.001601064238,0.0,8299.098853438987
83.18181818181819,0.0125,86119.24818365774,0.03102962180353641,3.2221141722170463,0.08024258719069129,7413.218974078226,2910.096065242455,63446.10064537954,4051.4019806281462,0.0,8298.43051832937
83.47474747474746,0.0125,86416.11519840635,0.03092736350343371,3.2114965123832357,0.08024258719069129,7372.029648831048,2907.5833632286135,63754.901161764246,4083.8392966467604,0.0,8297.761727935676
83.76767676767679,0.0125,86711.72514662029,0.030826933865156395,3.2010687317293725,0.08024258719069129,7331.351805548961,2905.0767901290233,64061.889931277794,4116.314128097661,0.0,8297.092491566851
84.06060606060606,0.0125,87006.08692050503,0.030728287429415004,3.190826109868988,0.08024258719069129,7291.175599490013,2902.5763443641076,64367.0851139539,4148.827044174381,0.0,8296.422818522624
84.35353535353534,0.0125,87299.20934902871,0.03063138027915448,3.180764086562442,0.08024258719069129,7251.49144220744,2900.0820244227853,64670.50455970899,4181.3786045961015,0.0,8295.752718093394
84.64646464646466,0.0125,87591.10119795539,0.03053616997451403,3.1708782549628967,0.08024258719069129,7212.289993167664,2897.5938288623197,64972.16581647119,4213.969359895386,0.0,8295.082199558827
84.93939393939394,0.0125,87881.77116995484,0.030442615491074212,3.1611643552036637,0.08024258719069129,7173.562151700251,2895.1117563089315,65272.086138036466,4246.599851721326,0.0,8294.411272187861
85.23232323232321,0.0125,88171.22790467874,0.030350677161206555,3.1516182683077383,0.08024258719069129,7135.299049260054,2892.635805457625,65570.28249158706,4279.270613136512,0.0,8293.739945237498
